x_p       y_p       z_p       md1_p     m1z_p     ph1_p     x0s_p     y0s_p     Z0s_p   x1_p  y1_p    z1_p  x2_p   y2_p  z2_p  dc1_p   dc2_p  d_dc1   d_dc2  radius  mod2_p
   -68.549   -92.660   -12.625     0.081    -0.007  -157.902   -68.404   -92.753   -12.342   -61.000   -86.000     0.000     0.000     0.000     0.000        10.523       0.00000   0.08856   0.00000   1.00000   0.00000   0.00000
   -68.660   -92.882   -14.225     0.134    -0.040   144.432   -68.464   -92.778   -12.625   -61.000   -86.000     0.000     0.000     0.000     0.000         9.530       0.00000   0.10980   0.00000   1.00000   0.00000   0.00000
   -68.957   -92.849   -15.220     0.241    -0.025   165.523   -68.550   -92.716   -14.225   -61.000   -86.000     0.000     0.000     0.000     0.000         8.637       0.00000   0.10729   0.00000   1.00000   0.00000   0.00000
   -69.093   -92.703   -15.448     0.191    -0.006  -179.686   -68.734   -92.668   -15.220   -61.000   -86.000     0.000     0.000     0.000     0.000         8.509       0.00000   0.09880   0.00000   1.00000   0.00000   0.00000
   -69.269   -92.636   -12.889     0.209     0.065  -173.399   -68.885   -92.669   -15.448   -61.000   -86.000     0.000     0.000     0.000     0.000         8.377       0.00000   0.09150   0.00000   1.00000   0.00000   0.00000
   -69.316   -92.658   -10.395     0.135     0.063  -174.845   -69.050   -92.688   -12.889   -61.000   -86.000     0.000     0.000     0.000     0.000         9.944       0.00000   0.07704   0.00000   1.00000   0.00000   0.00000
   -68.976   -92.611   -10.537     0.137    -0.004   -20.281   -69.156   -92.698   -10.395   -61.000   -86.000     0.000     0.000     0.000     0.000        10.920       0.00000   0.08309   0.00000   1.00000   0.00000   0.00000
   -68.892   -92.559    -8.761     0.128     0.045   -45.830   -69.055   -92.735   -10.537   -61.000   -86.000     0.000     0.000     0.000     0.000        11.928       0.00000   0.08632   0.00000   1.00000   0.00000   0.00000
   -68.683   -92.600    -6.889     0.196     0.047   -29.366   -68.984   -92.808    -8.761   -61.000   -86.000     0.000     0.000     0.000     0.000        11.498       0.00000   0.08173   0.00000   1.00000   0.00000   0.00000
   -68.552   -92.828    -7.224     0.160    -0.008     0.064   -68.849   -92.884    -6.889   -61.000   -86.000     0.000     0.000     0.000     0.000        11.212       0.00000   0.08228   0.00000   1.00000   0.00000   0.00000
   -68.490   -92.912    -7.052     0.122     0.004    11.120   -68.722   -92.884    -7.224   -61.000   -86.000     0.000     0.000     0.000     0.000        11.349       0.00000   0.08711   0.00000   1.00000   0.00000   0.00000
   -68.346   -92.847    -6.881     0.155     0.004    -6.251   -68.627   -92.865    -7.052   -61.000   -86.000     0.000     0.000     0.000     0.000        10.945       0.00000   0.09214   0.00000   1.00000   0.00000   0.00000
   -68.248   -92.828    -8.063     0.139    -0.030   -11.210   -68.505   -92.879    -6.881   -61.000   -86.000     0.000     0.000     0.000     0.000        11.770       0.00000   0.10916   0.00000   1.00000   0.00000   0.00000
   -68.285   -92.855   -11.279     0.053    -0.081   -20.590   -68.397   -92.900    -8.063   -61.000   -86.000     0.000     0.000     0.000     0.000        12.167       0.00000   0.10385   0.00000   1.00000   0.00000   0.00000
   -68.526   -92.975    -9.912     0.119     0.035   158.419   -68.358   -92.915   -11.279   -61.000   -86.000     0.000     0.000     0.000     0.000        11.671       0.00000   0.10833   0.00000   1.00000   0.00000   0.00000
   -68.553   -92.949    -9.344     0.063     0.014   151.741   -68.445   -92.880    -9.912   -61.000   -86.000     0.000     0.000     0.000     0.000        12.403       0.00000   0.09648   0.00000   1.00000   0.00000   0.00000
   -68.533   -92.800   -11.168     0.049    -0.046  -111.943   -68.490   -92.857    -9.344   -61.000   -86.000     0.000     0.000     0.000     0.000        11.962       0.00000   0.08469   0.00000   1.00000   0.00000   0.00000
   -68.608   -92.826   -10.001     0.066     0.030  -154.087   -68.504   -92.893   -11.168   -61.000   -86.000     0.000     0.000     0.000     0.000        11.417       0.00000   0.08426   0.00000   1.00000   0.00000   0.00000
   -68.517   -92.979    -9.374     0.057     0.016    60.656   -68.551   -92.916   -10.001   -61.000   -86.000     0.000     0.000     0.000     0.000        11.815       0.00000   0.08296   0.00000   1.00000   0.00000   0.00000
   -68.593   -92.914   -10.010     0.041    -0.016   165.349   -68.529   -92.877    -9.374   -61.000   -86.000     0.000     0.000     0.000     0.000        12.482       0.00000   0.08401   0.00000   1.00000   0.00000   0.00000
   -68.657   -92.871   -10.271     0.054    -0.007  -175.830   -68.561   -92.868   -10.010   -61.000   -86.000     0.000     0.000     0.000     0.000        12.815       0.00000   0.08105   0.00000   1.00000   0.00000   0.00000
   -68.452   -92.848   -10.065     0.099     0.005    -8.265   -68.604   -92.871   -10.271   -61.000   -86.000     0.000     0.000     0.000     0.000        12.494       0.00000   0.08900   0.00000   1.00000   0.00000   0.00000
   -68.674   -92.946   -10.793     0.107    -0.018   156.700   -68.526   -92.883   -10.065   -61.000   -86.000     0.000     0.000     0.000     0.000        12.249       0.00000   0.08288   0.00000   1.00000   0.00000   0.00000
   -68.728   -92.738   -12.106     0.103    -0.033  -130.241   -68.604   -92.849   -10.793   -61.000   -86.000     0.000     0.000     0.000     0.000        11.756       0.00000   0.09056   0.00000   1.00000   0.00000   0.00000
   -68.844   -92.848   -10.365     0.106     0.044  -170.490   -68.657   -92.912   -12.106   -61.000   -86.000     0.000     0.000     0.000     0.000        11.320       0.00000   0.09524   0.00000   1.00000   0.00000   0.00000
   -68.674   -92.827   -10.060     0.073     0.008   -44.058   -68.740   -92.925   -10.365   -61.000   -86.000     0.000     0.000     0.000     0.000        11.414       0.00000   0.11103   0.00000   1.00000   0.00000   0.00000
   -68.692   -93.024   -10.742     0.052    -0.017    89.198   -68.698   -92.965   -10.060   -61.000   -86.000     0.000     0.000     0.000     0.000        11.845       0.00000   0.11394   0.00000   1.00000   0.00000   0.00000
   -68.646   -93.002   -10.041     0.047     0.018    48.905   -68.698   -92.924   -10.742   -61.000   -86.000     0.000     0.000     0.000     0.000        11.807       0.00000   0.10215   0.00000   1.00000   0.00000   0.00000
   -68.625   -92.865    -9.624     0.041     0.011   -50.567   -68.673   -92.896   -10.041   -61.000   -86.000     0.000     0.000     0.000     0.000        12.349       0.00000   0.09284   0.00000   1.00000   0.00000   0.00000
   -68.366   -92.983    -9.130     0.176     0.013    14.559   -68.653   -92.921    -9.624   -61.000   -86.000     0.000     0.000     0.000     0.000        12.551       0.00000   0.10449   0.00000   1.00000   0.00000   0.00000
   -68.418   -92.993    -7.336     0.068     0.045    51.679   -68.518   -92.886    -9.130   -61.000   -86.000     0.000     0.000     0.000     0.000        13.116       0.00000   0.08833   0.00000   1.00000   0.00000   0.00000
   -68.355   -93.207    -6.716     0.214     0.016    70.746   -68.485   -92.844    -7.336   -61.000   -86.000     0.000     0.000     0.000     0.000        13.198       0.00000   0.10331   0.00000   1.00000   0.00000   0.00000
   -68.369   -92.792    -8.506     0.028    -0.045     3.781   -68.429   -92.685    -6.716   -61.000   -86.000     0.000     0.000     0.000     0.000        13.058       0.00000   0.10250   0.00000   1.00000   0.00000   0.00000
   -68.259   -92.639    -9.617     0.094    -0.028   -25.164   -68.407   -92.683    -8.506   -61.000   -86.000     0.000     0.000     0.000     0.000        13.112       0.00000   0.10000   0.00000   1.00000   0.00000   0.00000
   -68.372   -92.416    -8.350     0.174     0.032   -99.845   -68.339   -92.715    -9.617   -61.000   -86.000     0.000     0.000     0.000     0.000        12.304       0.00000   0.10189   0.00000   1.00000   0.00000   0.00000
   -68.378   -92.695    -7.292     0.043     0.027  -100.561   -68.363   -92.851    -8.350   -61.000   -86.000     0.000     0.000     0.000     0.000        12.529       0.00000   0.08601   0.00000   1.00000   0.00000   0.00000
   -68.410   -92.950    -7.023     0.067     0.007   110.664   -68.369   -92.884    -7.292   -61.000   -86.000     0.000     0.000     0.000     0.000        12.837       0.00000   0.11352   0.00000   1.00000   0.00000   0.00000
   -68.229   -93.109    -6.459     0.182     0.014    56.912   -68.388   -92.834    -7.023   -61.000   -86.000     0.000     0.000     0.000     0.000        12.642       0.00000   0.11083   0.00000   1.00000   0.00000   0.00000
   -68.104   -93.018    -4.974     0.179     0.038    49.919   -68.310   -92.714    -6.459   -61.000   -86.000     0.000     0.000     0.000     0.000        11.597       0.00000   0.09343   0.00000   1.00000   0.00000   0.00000
   -67.848   -92.826    -5.257     0.227    -0.007    21.643   -68.218   -92.605    -4.974   -61.000   -86.000     0.000     0.000     0.000     0.000        10.494       0.00000   0.09976   0.00000   1.00000   0.00000   0.00000
   -67.896   -92.769    -4.182     0.126     0.027    56.456   -68.052   -92.539    -5.257   -61.000   -86.000     0.000     0.000     0.000     0.000        11.174       0.00000   0.08373   0.00000   1.00000   0.00000   0.00000
   -67.767   -92.623    -5.196     0.142    -0.026    26.420   -67.997   -92.456    -4.182   -61.000   -86.000     0.000     0.000     0.000     0.000        10.272       0.00000   0.07659   0.00000   1.00000   0.00000   0.00000
   -67.913   -92.458    -4.649     0.026     0.014   168.583   -67.896   -92.406    -5.196   -61.000   -86.000     0.000     0.000     0.000     0.000        10.492       0.00000   0.08597   0.00000   1.00000   0.00000   0.00000
   -67.817   -92.713    -6.788     0.191    -0.054    71.756   -67.916   -92.402    -4.649   -61.000   -86.000     0.000     0.000     0.000     0.000        10.711       0.00000   0.09859   0.00000   1.00000   0.00000   0.00000
   -67.829   -92.423    -6.439     0.048     0.009    68.292   -67.869   -92.258    -6.788   -61.000   -86.000     0.000     0.000     0.000     0.000        11.048       0.00000   0.09432   0.00000   1.00000   0.00000   0.00000
   -67.942   -92.461    -7.126     0.133    -0.017   114.871   -67.855   -92.223    -6.439   -61.000   -86.000     0.000     0.000     0.000     0.000        11.085       0.00000   0.08424   0.00000   1.00000   0.00000   0.00000
   -67.968   -92.089    -8.142     0.074    -0.026  -119.673   -67.899   -92.128    -7.126   -61.000   -86.000     0.000     0.000     0.000     0.000        10.767       0.00000   0.07695   0.00000   1.00000   0.00000   0.00000
   -68.135   -91.972    -7.587     0.166     0.014  -136.646   -67.928   -92.179    -8.142   -61.000   -86.000     0.000     0.000     0.000     0.000        11.272       0.00000   0.09116   0.00000   1.00000   0.00000   0.00000
   -68.145   -92.196    -7.636     0.061    -0.001  -172.072   -68.024   -92.269    -7.587   -61.000   -86.000     0.000     0.000     0.000     0.000        10.848       0.00000   0.10216   0.00000   1.00000   0.00000   0.00000
   -68.109   -92.614    -7.945     0.215    -0.008    93.607   -68.071   -92.276    -7.636   -61.000   -86.000     0.000     0.000     0.000     0.000        11.445       0.00000   0.10531   0.00000   1.00000   0.00000   0.00000
   -68.137   -92.138    -7.784     0.052     0.004  -125.969   -68.082   -92.105    -7.945   -61.000   -86.000     0.000     0.000     0.000     0.000        12.058       0.00000   0.11068   0.00000   1.00000   0.00000   0.00000
   -68.349   -91.951    -8.067     0.183    -0.007  -141.655   -68.106   -92.138    -7.784   -61.000   -86.000     0.000     0.000     0.000     0.000        11.805       0.00000   0.10629   0.00000   1.00000   0.00000   0.00000
   -68.385   -92.093    -8.814     0.097    -0.019  -150.306   -68.220   -92.228    -8.067   -61.000   -86.000     0.000     0.000     0.000     0.000        11.524       0.00000   0.10639   0.00000   1.00000   0.00000   0.00000
   -68.431   -92.139   -11.118     0.094    -0.058  -143.335   -68.287   -92.266    -8.814   -61.000   -86.000     0.000     0.000     0.000     0.000        11.655       0.00000   0.09245   0.00000   1.00000   0.00000   0.00000
   -68.550   -92.188   -12.242     0.125    -0.028  -154.514   -68.347   -92.311   -11.118   -61.000   -86.000     0.000     0.000     0.000     0.000        10.668       0.00000   0.07811   0.00000   1.00000   0.00000   0.00000
   -68.671   -92.035   -11.685     0.216     0.014  -126.649   -68.436   -92.354   -12.242   -61.000   -86.000     0.000     0.000     0.000     0.000         9.465       0.00000   0.08839   0.00000   1.00000   0.00000   0.00000
   -68.733   -92.071   -12.762     0.224    -0.027  -117.124   -68.538   -92.491   -11.685   -61.000   -86.000     0.000     0.000     0.000     0.000         8.712       0.00000   0.09689   0.00000   1.00000   0.00000   0.00000
   -68.860   -92.344   -14.198     0.175    -0.036  -139.184   -68.619   -92.648   -12.762   -61.000   -86.000     0.000     0.000     0.000     0.000         8.374       0.00000   0.10806   0.00000   1.00000   0.00000   0.00000
   -69.013   -92.467   -13.338     0.197     0.022  -143.626   -68.724   -92.739   -14.198   -61.000   -86.000     0.000     0.000     0.000     0.000         8.212       0.00000   0.11344   0.00000   1.00000   0.00000   0.00000
   -69.254   -92.877   -11.642     0.237     0.043   162.375   -68.849   -92.832   -13.338   -61.000   -86.000     0.000     0.000     0.000     0.000         8.774       0.00000   0.11768   0.00000   1.00000   0.00000   0.00000
   -69.233   -92.740   -10.526     0.102     0.028  -160.760   -69.028   -92.775   -11.642   -61.000   -86.000     0.000     0.000     0.000     0.000         9.636       0.00000   0.12219   0.00000   1.00000   0.00000   0.00000
   -69.153   -92.509    -9.862     0.170     0.017   -94.598   -69.105   -92.801   -10.526   -61.000   -86.000     0.000     0.000     0.000     0.000        10.446       0.00000   0.11385   0.00000   1.00000   0.00000   0.00000
   -69.279   -92.506   -11.926     0.229    -0.052  -114.412   -69.115   -92.936    -9.862   -61.000   -86.000     0.000     0.000     0.000     0.000        10.902       0.00000   0.09953   0.00000   1.00000   0.00000   0.00000
